WineName,Vintage,VineyardName,Country,Region,Type,Size(ml),Varietal,Critic,Rating,Price,CatalogueRemark,VivinoRating,Dry-Sweet,Light-Bold,Soft-Acidic,Smooth-Tannic,Gentle-Fizzy,NumVivinoRaters,NumReviews,VivinoRemarks,VivinoURL,VivinoPrice,VivinoRetailer,VivinoAvailableVintage,On-PremiseExclusive,Organic and/Or Bio-dynamic,Natural Winemaking,Sustainable Winegrowing,No Preservative
Cote de Beaune Villages - Pint,2014,Maison Joseph Drouhin,France,Burgundy,Red,375,Pinot Noir,BH,90,26,,3.8,1,4,8,3,,203,94,This vintage rates better than any other year for this wine. Among top 7% of all wines in the world,https://www.vivino.com/joseph-drouhin-cote-de-beaune-villages/w/24105?year=2014,$78.00,Vini Vino,2017,Y,Y,N,N,N
Cote de Beaune Villages - Pint,2014,Maison Joseph Drouhin,France,Burgundy,Red,375,Pinot Noir,BH,88,26,,3.8,1,4,8,3,,203,94,This vintage rates better than any other year for this wine. Among top 7% of all wines in the world,https://www.vivino.com/joseph-drouhin-cote-de-beaune-villages/w/24105?year=2014,$78.00,Vini Vino,2017,Y,Y,N,N,N
Cote de Beaune Villages ,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,55,,3.5,1,4,8,3,,36,94,,https://www.vivino.com/joseph-drouhin-cote-de-beaune-villages/w/24105?year=2017,$78.00,Vini Vino,2017,N,Y,N,N,N
Savigny Les Beaune Clos des Godeaux,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,68,,3.8,2,4,8,3,,101,54,,https://www.vivino.com/joseph-drouhin-savigny-les-beaune-clos-des-godeaux/w/1968570?year=2014,$128.00,Vini Vino,2014,N,Y,N,N,N
Santenay,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,52,,3.8,2,4,7,3,,241,109,,https://www.vivino.com/joseph-drouhin-santenay/w/24149?year=2013,$85.00,Vini Vino,2015,N,Y,N,N,N
Santenay,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,56,,4,2,4,7,3,,137,109,This vintage rates better than any other year for this wine. Among top 4% of all wines in the world,https://www.vivino.com/joseph-drouhin-santenay/w/24149?year=2016,$85.00,Vini Vino,2015,N,Y,N,N,N
"Beaune 1er Cru Rouge ""Greves"" *Limited",2011,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,110,Limited,3.8,2,4,8,3,,29,26,,https://www.vivino.com/joseph-drouhin-beaune-premier-cru-greves/w/1399189?year=2011,$168.00,Vini Vino,2011,N,Y,N,N,N
"Beaune 1er Cru Rouge ""Greves"" *Limited",2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,92,133,Limited,4.4,2,4,8,3,,30,26,Popular among Vivino users. More than 30 ratings,https://www.vivino.com/joseph-drouhin-beaune-premier-cru-greves/w/1399189?year=2014,$188.00,Vini Vino,2014,N,Y,N,N,N
"Beaune 1er Cru Rouge ""Greves"" *Limited",2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,90,140,Limited,4.2,2,4,8,3,,10,26,,https://www.vivino.com/joseph-drouhin-beaune-premier-cru-greves/w/1399189?year=2015,$195.00,Vini Vino,2015,N,Y,N,N,N
"Beaune 1er Cru Rouge ""Greves"" ",2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,92,145,,4.1,2,4,8,3,,,26,,https://www.vivino.com/joseph-drouhin-beaune-premier-cru-greves/w/1399189?year=2016,$199.00,Vini Vino,2016,N,Y,N,N,N
"Beaune 1er Cru Rouge ""Greves""",2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,145,,4.1,2,4,8,3,,,26,,https://www.vivino.com/joseph-drouhin-beaune-premier-cru-greves/w/1399189?year=2017,$199.00,Vini Vino,2016,N,Y,N,N,N
Corton Grand Cru,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,92,278,,4.2,1,6,8,4,,13,10,,https://www.vivino.com/joseph-drouhin-corton-grand-cru/w/24101?year=2012,$399.00,Vini Vino,2012,N,Y,N,N,N
Corton Bressandes Grand Cru,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,275,,4.3,1,6,8,4,,,6,,https://www.vivino.com/joseph-drouhin-corton-grand-cru-bressandes/w/24100?year=2013,$368.00,Vini Vino,2013,N,Y,N,N,N
Corton Bressandes Grand Cru,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,300,,4.3,1,6,8,4,,,6,,https://www.vivino.com/joseph-drouhin-corton-grand-cru-bressandes/w/24100?year=2014,$378.00,Vini Vino,2014,N,Y,N,N,N
Corton Bressandes Grand Cru,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,315,,4.3,1,6,8,4,,,6,,https://www.vivino.com/joseph-drouhin-corton-grand-cru-bressandes/w/24100?year=2015,$395.00,Vini Vino,2015,N,Y,N,N,N
Corton Bressandes Grand Cru,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,315,,4.3,1,6,8,4,,,6,,https://www.vivino.com/joseph-drouhin-corton-grand-cru-bressandes/w/24100?year=2016,$398.00,Vini Vino,2016,N,Y,N,N,N
Cote de Nuits Villages,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,89,50,,3.7,1,5,8,4,,473,135,,https://www.vivino.com/joseph-drouhin-cote-de-nuits-villages/w/24106?year=2013,$76.00,Vini Vino,2013,N,Y,N,N,N
Cote de Nuits Villages,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,58,,3.8,1,5,8,4,,60,135,,https://www.vivino.com/joseph-drouhin-cote-de-nuits-villages/w/24106?year=2016,$76.00,Vini Vino,2013,N,Y,N,N,N
Nuits Saint Georges,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,95,,3.9,2,4,9,3,,81,73,,https://www.vivino.com/joseph-drouhin-nuits-saint-georges/w/24131?year=2012,$145.00,Vini Vino,2012,N,Y,N,N,N
Nuits Saint Georges,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,100,,4.2,2,4,9,3,,68,73,This vintage rates better than any other year for this wine,https://www.vivino.com/joseph-drouhin-nuits-saint-georges/w/24131?year=2015,$158.00,Vini Vino,2015,N,Y,N,N,N
Nuits Saint Georges,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,100,,3.6,2,4,9,3,,10,73,,https://www.vivino.com/joseph-drouhin-nuits-saint-georges/w/24131?year=2016,$158.00,Vini Vino,2016,N,Y,N,N,N
Vosne Romanee,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,133,,3.9,2,4,9,3,,158,95,,https://www.vivino.com/joseph-drouhin-vosne-romanee/w/24156?year=2012,$188.00,Vini Vino,2012,N,Y,N,N,N
Vosne Romanee,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,89,133,,4.2,2,4,9,3,,135,95,Among top 2% of all wines in the world,https://www.vivino.com/joseph-drouhin-vosne-romanee/w/24156?year=2015,$188.00,Vini Vino,2015,N,Y,N,N,N
Vosne Romanee,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,90,133,,4.2,2,4,9,3,,45,95,,https://www.vivino.com/joseph-drouhin-vosne-romanee/w/24156?year=2016,$188.00,Vini Vino,2016,N,Y,N,N,N
Gevrey Chambertin,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,89,96,,4.1,2,4,9,3,,407,251,Among top 2% of all wines in the world,https://www.vivino.com/joseph-drouhin-gevrey-chambertin/w/24109?year=2015,$149.00,Vini Vino,2015,N,Y,N,N,N
Gevrey Chambertin,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,89,96,,4.1,2,4,9,3,,86,251,,https://www.vivino.com/joseph-drouhin-gevrey-chambertin/w/24109?year=2016,$149.00,Vini Vino,2016,N,Y,N,N,N
Nuits Sanit George 1er Cru Proces *Limited,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,89,148,Limited,4.2,2,5,8,4,,21,18,,https://www.vivino.com/joseph-drouhin-nuits-saint-georges-premier-cru-proces/w/24132?year=2014,$199.00,Vini Vino,2014,N,Y,N,N,N
Nuits Sanit George 1er Cru Proces,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,155,,4.1,2,5,8,4,,,18,,https://www.vivino.com/joseph-drouhin-nuits-saint-georges-premier-cru-proces/w/24132?year=2016,$208.00,Vini Vino,2016,N,Y,N,N,N
Vosne Romanee 1er Cru Petis Monts *Limited,1996,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,530,Limited,4.3,1,5,8,4,,,19,,https://www.vivino.com/joseph-drouhin-vosne-romanee-premier-cru-petits-monts/w/1890979?year=1996,$468.00,Vini Vino,2013,N,Y,N,N,N
Vosne Romanee 1er Cru Petis Monts ,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,92,363,,4.3,1,5,8,4,,,19,,https://www.vivino.com/joseph-drouhin-vosne-romanee-premier-cru-petits-monts/w/1890979?year=2013,$468.00,Vini Vino,2013,N,Y,N,N,N
Vosne Romanee 1er Cru Petis Monts,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,363,,4.8,1,5,8,4,,12,19,This vintage rates better than any other year for this wine. Among top 1% of all wines in the world,https://www.vivino.com/joseph-drouhin-vosne-romanee-premier-cru-petits-monts/w/1890979?year=2014,$468.00,Vini Vino,2014,N,Y,N,N,N
Vosne Romanee 1er Cru Petis Monts,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,94,480,,4.3,1,5,8,4,,,19,,https://www.vivino.com/joseph-drouhin-vosne-romanee-premier-cru-petits-monts/w/1890979?year=2016,$558.00,Vini Vino,2016,N,Y,N,N,N
Vosne Romanee 1er Cru Petis Monts,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,480,,4.3,1,5,8,4,,,19,,https://www.vivino.com/joseph-drouhin-vosne-romanee-premier-cru-petits-monts/w/1890979?year=2017,$558.00,Vini Vino,2016,N,Y,N,N,N
Vosne Romanee 1er Cru Petis Monts - Magnum *Limited,2016,Maison Joseph Drouhin,France,Burgundy,Red,1500,Pinot Noir,BH,94,940,Limited,4.3,1,5,8,4,,,19,,https://www.vivino.com/joseph-drouhin-vosne-romanee-premier-cru-petits-monts/w/1890979?year=2016,$558.00,Vini Vino,2016,N,Y,N,N,N
Chambolle Musigny 1er Cru *Limited,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,143,Limited,4.2,2,4,8,3,,185,119,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru/w/24086?year=2014,$195.00,Vini Vino,2014,N,Y,N,N,N
Chambolle Musigny 1er Cru,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,155,,4.3,2,4,8,3,,120,119,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru/w/24086?year=2015,$205.00,Vini Vino,2015,N,Y,N,N,N
Chambolle Musigny 1er Cru,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,160,,4.2,2,4,8,3,,30,119,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru/w/24086?year=2016,$210.00,Vini Vino,2016,N,Y,N,N,N
Chambolle Musigny 1er Cru,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,175,,4.2,2,4,8,3,,13,119,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru/w/24086?year=2017,$210.00,Vini Vino,2016,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Baudes""",2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,185,,4.4,2,5,9,4,,17,21,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru-baudes/w/2029450?year=2013,$239.00,Vini Vino,2013,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Baudes""",2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,190,,4.4,2,5,9,4,,28,21,Popular among Vivino users. More than 20 ratings,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru-baudes/w/2029450?year=2014,$249.00,Vini Vino,2014,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Baudes"" *Limited",2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,200,Limited,4.2,2,5,9,4,,12,21,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru-baudes/w/2029450?year=2015,$259.00,Vini Vino,2015,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Baudes"" *Limited",2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,210,Limited,4.3,2,5,9,4,,,21,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru-baudes/w/2029450?year=2016,$269.00,Vini Vino,2016,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Baudes""",2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,218,,4.3,2,5,9,4,,,21,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-premier-cru-baudes/w/2029450?year=2017,$269.00,Vini Vino,2016,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Amoureuses""",2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,590,,4.5,2,4,9,3,,15,45,This vintage rates better than any other year for this wine,https://www.vivino.com/joseph-drouhin-chambolle-musigny-1er-cru-les-amoureuses/w/1811879?year=2014,$788.00,Vini Vino,2014,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Amoureuses""",2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,95,750,,4.3,2,4,9,3,,,45,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-1er-cru-les-amoureuses/w/1811879?year=2017,$788.00,Vini Vino,2014,N,Y,N,N,N
"Chambolle Musigny 1er Cru ""Les Amoureuses"" - Magnum *Limited",2001,Maison Joseph Drouhin,France,Burgundy,Red,1500,Pinot Noir,BH,92,2450,Limited,4.3,2,4,9,3,,,45,,https://www.vivino.com/joseph-drouhin-chambolle-musigny-1er-cru-les-amoureuses/w/1811879?year=2001,$778.00,Vini Vino,2012,N,Y,N,N,N
Gevrey Chambertin 1er Cru,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,122,,4.2,1,5,9,4,,,,,https://www.vivino.com/joseph-drouhin-gevrey-chambertin-premier-cru/w/7709628?year=2017,,,,N,Y,N,N,N
"Gevrey Chambertin 1er Cru ""Clos Prieur""",2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,92,205,,4,2,5,9,4,,,1,,https://www.vivino.com/joseph-drouhin-gevrey-chambertin-1er-cru-clos-prieur/w/7569970?year=2016,,,,N,Y,N,N,N
Gevrey Chambertin 1er Cru Cazetiers,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,205,,4.5,3,4,9,4,,10,8,This vintage rates better than any other year for this wine. Among top 4% of all wines in the world,https://www.vivino.com/joseph-drouhin-gevrey-chambertin-1er-cru-les-cazetiers/w/2050723?year=2015,$265.00,Vini Vino,2015,N,Y,N,N,N
Gevrey Chambertin 1er Cru Cazetiers,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,92,205,,4.2,3,4,9,4,,,8,,https://www.vivino.com/joseph-drouhin-gevrey-chambertin-1er-cru-les-cazetiers/w/2050723?year=2016,$268.00,Vini Vino,2016,N,Y,N,N,N
Gevrey Chambertin 1er Cru Cazetiers,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,93,225,,4.2,3,4,9,4,,,8,,https://www.vivino.com/joseph-drouhin-gevrey-chambertin-1er-cru-les-cazetiers/w/2050723?year=2017,$268.00,Vini Vino,2016,N,Y,N,N,N
Gevry Chambertin 1er Cru Lavaux St. Jacques,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,200,,3.7,2,4,8,3,,21,30,,https://www.vivino.com/domaine-drouhin-laroze-gevrey-chambertin-1er-cru-lavaut-st-jacques/w/68644?year=2012,,,,N,Y,N,N,N
Echezeaux Grand Cru *Limited ,2000,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,460,Limited,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2000,,,,N,Y,N,N,N
Echezeaux Grand Cru *Limited,2000,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,1050,Limited,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2000,,,,N,Y,N,N,N
Echezeaux Grand Cru ,2004,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,900,,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2004,,,,N,Y,N,N,N
Echezeaux Grand Cru,2011,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,480,,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2011,,,,N,Y,N,N,N
Echezeaux Grand Cru,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,570,,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2012,,,,N,Y,N,N,N
Echezeaux Grand Cru,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,95,570,,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2013,,,,N,Y,N,N,N
Echezeaux Grand Cru,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,618,,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2014,,,,N,Y,N,N,N
Echezeaux Grand Cru *Limited,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,94,668,Limited,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2015,,,,N,Y,N,N,N
Echezeaux Grand Cru,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,96,690,,4.4,1,5,9,4,,,6,,https://www.vivino.com/joseph-drouhin-echezeaux-grand-cru/w/1617795?year=2016,,,,N,Y,N,N,N
Echezeaux Grand Cru - Magnum *Limited,2017,Maison Joseph Drouhin,France,Burgundy,Red,1500,Pinot Noir,BH,95,690,Limited,,,,,,,,,,https://www.vivino.com/joseph-drouhin-grands-echezeaux-grand-cru/w/24111?year=2017,$899.00,Vini Vino,2016,N,Y,N,N,N
Romanee Saint Vivant Grand Cru *Limited,2004,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,1800,Limited,4.4,1,5,9,4,,,15,,https://www.vivino.com/joseph-drouhin-romanee-saint-vivant-grand-cru/w/1371028?year=2004,,,,N,Y,N,N,N
Clos de Vougeot Grand Cru *Limited,1996,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,90,1180,Limited,4.4,3,5,9,4,,,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=1996,$359.00,Vini Vino,2011,N,Y,N,N,N
Clos de Vougeot Grand Cru ,2001,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,91,460,,4.4,3,5,9,4,,,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2001,$359.00,Vini Vino,2011,N,Y,N,N,N
Clos de Vougeot Grand Cru,2011,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,285,,4.3,3,5,9,4,,35,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2011,$359.00,Vini Vino,2011,N,Y,N,N,N
Clos de Vougeot Grand Cru,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,350,,4.5,3,5,9,4,,25,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2012,$448.00,Vini Vino,2012,N,Y,N,N,N
Clos de Vougeot Grand Cru,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,94,365,,4.3,3,5,9,4,,35,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2013,$458.00,Vini Vino,2013,N,Y,N,N,N
Clos de Vougeot Grand Cru,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,377,,4.3,3,5,9,4,,23,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2014,$468.00,Vini Vino,2014,N,Y,N,N,N
Clos de Vougeot Grand Cru,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,95,415,,4.4,3,5,9,4,,27,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2015,$499.00,Vini Vino,2015,N,Y,N,N,N
Clos de Vougeot Grand Cru,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,95,415,,4.1,3,5,9,4,,12,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2016,$499.00,Vini Vino,2016,N,Y,N,N,N
Clos de Vougeot Grand Cru,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,415,,4.4,3,5,9,4,,12,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=2017,$499.00,Vini Vino,2016,N,Y,N,N,N
Clos de Vougeot Grand Cru - Magnum,1999,Maison Joseph Drouhin,France,Burgundy,Red,1500,Pinot Noir,BH,92,1230,,4.4,3,5,9,4,,,56,,https://www.vivino.com/joseph-drouhin-clos-de-vougeot-grand-cru/w/24098?year=1999,$359.00,Vini Vino,2011,N,Y,N,N,N
Musigny Grand Cru *Limited,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,96,940,,4.4,2,5,9,4,,,52,,https://www.vivino.com/joseph-drouhin-musigny-grand-cru/w/1633841?year=2013,"$1,388.00",Vini Vino,2013,N,Y,N,N,N
Musigny Grand Cru ,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,96,940,,4.4,2,5,9,4,,,52,,https://www.vivino.com/joseph-drouhin-musigny-grand-cru/w/1633841?year=2014,"$1,488.00",Vini Vino,2014,N,Y,N,N,N
Musigny Grand Cru,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,96,1000,,4.4,2,5,9,4,,,52,,https://www.vivino.com/joseph-drouhin-musigny-grand-cru/w/1633841?year=2015,"$2,288.00",Vini Vino,2015,N,Y,N,N,N
Musigny Grand Cru,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,96,1150,,4.4,2,5,9,4,,,52,,https://www.vivino.com/joseph-drouhin-musigny-grand-cru/w/1633841?year=2017,"$1,988.00",Vini Vino,2016,N,Y,N,N,N
Musigny Grand Cru - Magnum *Limited,1996,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,93,2000,Limited,,,,,,,,,,,,,,N,Y,N,N,N
Musigny Grand Cru - Magnum,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,96,2000,,,,,,,,,,,,,,,N,Y,N,N,N
Bonnes Mares Grand Cru *Limited,2011,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,94,520,Limited,4.4,2,6,9,4,,,15,,https://www.vivino.com/joseph-drouhin-bonnes-mares-grand-cru/w/24068?year=2011,$778.00,Vini Vino,2011,N,Y,N,N,N
Bonnes Mares Grand Cru,2013,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,95,645,,4.4,2,6,9,4,,,15,,https://www.vivino.com/joseph-drouhin-bonnes-mares-grand-cru/w/24068?year=2013,$898.00,Vini Vino,2013,N,Y,N,N,N
Bonnes Mares Grand Cru *Limited,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,94,730,Limited,4.4,2,6,9,4,,,15,,https://www.vivino.com/joseph-drouhin-bonnes-mares-grand-cru/w/24068?year=2014,$988.00,Vini Vino,2014,N,Y,N,N,N
Bonnes Mares Grand Cru,2017,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,94,830,,4.4,2,6,9,4,,,15,,https://www.vivino.com/joseph-drouhin-bonnes-mares-grand-cru/w/24068?year=2017,$988.00,Vini Vino,2014,N,Y,N,N,N
Clos de la Roche Grand Cru,2011,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,235,,4.1,1,4,9,3,,10,16,This vintage rates better than any other year for this wine,https://www.vivino.com/joseph-drouhin-clos-de-la-roche-grand-cru/w/2043460?year=2011,$288.00,Vini Vino,2011,N,Y,N,N,N
Clos de la Roche Grand Cru,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,300,,4.2,1,4,9,3,,,16,,https://www.vivino.com/joseph-drouhin-clos-de-la-roche-grand-cru/w/2043460?year=2012,$355.00,Vini Vino,2012,N,Y,N,N,N
Clos de la Roche Grand Cru,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,330,,4.2,1,4,9,3,,,16,,https://www.vivino.com/joseph-drouhin-clos-de-la-roche-grand-cru/w/2043460?year=2018,$388.00,Vini Vino,2016,N,Y,N,N,N
Clos Saint Denis Grand Cru,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,320,,4.3,1,7,9,5,,,7,,https://www.vivino.com/joseph-drouhin-clos-saint-denis-grand-cru/w/24099?year=2012,$388.00,Vini Vino,2012,N,Y,N,N,N
Clos Saint Denis Grand Cru,2014,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,308,,4.3,1,7,9,5,,,7,,https://www.vivino.com/joseph-drouhin-clos-saint-denis-grand-cru/w/24099?year=2014,$388.00,Vini Vino,2014,N,Y,N,N,N
Clos Saint Denis Grand Cru,2015,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,325,,4.3,1,7,9,5,,,7,,https://www.vivino.com/joseph-drouhin-clos-saint-denis-grand-cru/w/24099?year=2015,$398.00,Vini Vino,2015,N,Y,N,N,N
Clos Saint Denis Grand Cru,2016,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,,,335,,4.3,1,7,9,5,,,7,,https://www.vivino.com/joseph-drouhin-clos-saint-denis-grand-cru/w/24099?year=2016,$405.00,Vini Vino,2016,N,Y,N,N,N
Griotte Chambertin Grand Cru *Limited,2012,Maison Joseph Drouhin,France,Burgundy,Red,750,Pinot Noir,BH,95,550,Limited,4.3,2,3,9,4,,10,29,,https://www.vivino.com/joseph-drouhin-griotte-chambertin-grand-cru/w/24112?year=2012,$758.00,Vini Vino,2012,N,Y,N,N,N
